Fecha,Temp_Max,Temp_Min,Temp_Prom,Humedad_Max,Humedad_Min,Humedad_Prom,Lluvia,Presion,Viento_Max,Año,Decada
2010-04-21,31.6,24.2,27.36,94,59,78.58,4.1,1004.97,8.6,2010,2010
2010-04-22,33.5,23.8,28.04,93,50,74.62,3.2,1003.46,7.1,2010,2010
2010-04-23,31.7,24.6,27.11,91,56,78.79,9.7,1003.71,5.8,2010,2010
2010-04-24,30.8,24.6,26.73,94,65,83.83,17.2,1004.9,7.7,2010,2010
2010-04-25,29.0,24.0,25.44,99,75,91.46,23.4,1005.34,8.5,2010,2010
2010-04-26,30.4,23.3,25.62,99,72,90.75,29.3,1005.2,8.7,2010,2010
2010-04-27,28.8,23.1,24.9,99,76,92.29,7.2,1006.7,8.4,2010,2010
2010-04-28,29.0,22.5,24.89,100,77,93.08,37.7,1007.61,9.3,2010,2010
2010-04-29,27.1,23.5,24.73,99,87,97.0,79.4,1007.68,5.8,2010,2010
2010-04-30,28.6,22.2,24.92,99,79,91.79,12.4,1006.6,6.5,2010,2010
2010-05-01,28.6,23.0,25.3,99,78,90.38,6.7,1005.98,12.6,2010,2010
2010-05-02,28.5,23.1,24.98,99,79,91.46,18.0,1007.05,8.7,2010,2010
2010-05-03,29.1,22.6,25.0,99,73,89.17,28.8,1006.72,5.8,2010,2010
2010-05-04,28.1,22.5,24.88,99,75,89.46,11.7,1006.56,8.2,2010,2010
2010-05-05,29.0,21.7,25.1,99,72,88.75,10.8,1005.9,9.0,2010,2010
2010-05-06,29.8,21.8,25.48,98,68,86.71,8.7,1005.43,5.8,2010,2010
2010-05-07,30.6,22.0,25.88,96,63,82.46,6.3,1004.6,7.6,2010,2010
2010-05-08,32.0,23.1,26.91,92,56,78.04,0.5,1004.52,7.3,2010,2010
2010-05-09,32.4,23.4,27.52,89,54,75.04,0.1,1004.55,8.6,2010,2010
2010-05-10,32.2,23.7,27.66,86,52,70.83,0.1,1003.97,9.0,2010,2010
2010-05-11,31.2,24.7,27.23,87,59,76.54,3.5,1003.48,6.8,2010,2010
2010-05-12,32.1,24.5,27.38,90,55,75.08,5.3,1002.93,7.3,2010,2010
2010-05-13,29.7,23.8,26.82,93,72,82.5,5.4,1003.57,5.7,2010,2010
2010-05-14,29.8,24.6,26.6,94,69,83.67,9.4,1004.94,5.8,2010,2010
2010-05-15,28.8,24.2,25.85,94,75,88.21,21.1,1005.28,6.2,2010,2010
2010-05-16,29.8,22.5,25.52,98,69,89.17,17.6,1005.65,8.7,2010,2010
2010-05-17,29.1,23.7,25.98,96,77,89.38,5.1,1005.29,4.7,2010,2010
2010-05-18,30.2,24.4,26.69,94,72,85.92,7.0,1004.76,6.3,2010,2010
2010-05-19,29.6,23.8,25.74,99,74,90.38,13.8,1004.64,6.5,2010,2010
2010-05-20,27.8,23.3,25.18,99,82,93.0,9.4,1005.33,7.6,2010,2010
2010-05-21,28.1,23.7,25.2,99,82,92.83,19.4,1005.96,6.6,2010,2010
2010-05-22,28.4,22.7,25.0,99,82,93.62,10.3,1004.99,5.6,2010,2010
2010-05-23,27.7,22.6,24.55,99,79,94.25,23.8,1004.33,5.7,2010,2010
2010-05-24,24.6,23.0,23.72,99,98,98.83,51.0,1004.24,11.5,2010,2010
2010-05-25,25.0,22.6,23.75,99,92,97.29,46.0,1005.17,9.2,2010,2010
2010-05-26,27.6,22.3,24.57,99,75,89.21,6.0,1006.81,12.3,2010,2010
2010-05-27,28.0,21.6,24.32,99,72,89.83,23.7,1007.51,10.3,2010,2010
2010-05-28,28.7,22.4,24.78,99,71,89.62,6.8,1008.02,12.6,2010,2010
2010-05-29,28.2,22.8,25.42,99,71,86.04,0.8,1007.8,13.7,2010,2010
2010-05-30,28.9,23.5,25.81,93,67,83.17,1.8,1008.37,10.7,2010,2010
2010-05-31,29.1,23.5,25.68,96,69,86.38,4.9,1009.1,6.2,2010,2010
2010-06-01,29.0,23.1,25.29,98,73,89.92,18.3,1007.95,6.8,2010,2010
2010-06-02,26.7,22.8,24.09,100,83,95.75,21.6,1006.85,9.1,2010,2010
2010-06-03,26.1,22.4,23.7,99,87,96.71,29.0,1007.02,9.1,2010,2010
2010-06-04,28.5,21.5,24.6,99,73,90.12,5.6,1007.57,7.9,2010,2010
2010-06-05,30.4,22.7,25.69,96,67,87.5,5.2,1006.67,4.7,2010,2010
2010-06-06,27.5,22.3,24.83,99,79,91.42,19.5,1006.06,5.4,2010,2010
2010-06-07,27.6,22.6,24.41,99,78,92.92,23.4,1007.06,7.3,2010,2010
2010-06-08,26.9,22.2,24.45,99,86,92.12,11.4,1008.17,7.4,2010,2010
2010-06-09,29.1,22.5,24.37,99,68,90.71,13.9,1008.61,6.6,2010,2010
2010-06-10,26.8,21.1,23.97,99,83,93.04,17.5,1007.88,6.3,2010,2010
2010-06-11,28.2,22.0,24.55,99,78,92.08,7.3,1007.61,9.2,2010,2010
2010-06-12,28.8,23.0,25.12,96,72,88.96,22.7,1007.7,7.0,2010,2010
2010-06-13,28.9,21.5,24.68,99,74,91.29,18.0,1007.08,8.9,2010,2010
2010-06-14,27.6,22.2,23.95,100,77,93.88,31.8,1006.75,7.6,2010,2010
2010-06-15,28.5,22.6,24.25,99,74,93.17,22.1,1007.37,6.9,2010,2010
2010-06-16,28.1,21.6,24.63,99,77,90.88,8.7,1007.21,7.7,2010,2010
2010-06-17,28.1,20.9,24.38,99,73,91.92,15.1,1006.8,5.1,2010,2010
2010-06-18,29.5,21.4,24.37,99,67,90.96,32.6,1006.78,7.0,2010,2010
2010-06-19,27.3,22.2,24.1,99,80,93.58,22.6,1006.99,7.2,2010,2010
2010-06-20,27.1,21.5,23.81,99,79,93.46,21.5,1006.48,7.9,2010,2010
2010-06-21,26.4,22.3,23.98,99,80,92.79,19.3,1007.14,9.8,2010,2010
2010-06-22,27.8,22.1,24.77,95,83,90.0,9.5,1006.88,8.4,2010,2010
2010-06-23,28.1,22.9,24.87,97,78,90.17,12.6,1006.65,7.4,2010,2010
2010-06-24,27.7,23.1,24.85,99,82,92.58,55.5,1005.78,8.6,2010,2010
2010-06-25,26.8,22.9,24.49,99,82,93.42,23.2,1005.84,9.7,2010,2010
2010-06-26,29.2,21.9,24.94,99,69,87.79,6.1,1005.37,13.7,2010,2010
2010-06-27,27.7,23.1,24.72,99,79,92.54,46.6,1005.47,5.6,2010,2010
2010-06-28,28.5,22.4,24.56,99,73,92.08,13.6,1005.68,9.1,2010,2010
2010-06-29,29.3,22.2,24.81,97,71,90.75,10.5,1006.32,7.5,2010,2010
2010-06-30,29.2,22.0,24.71,98,72,89.62,11.2,1006.67,7.4,2010,2010
2010-07-01,28.5,22.0,24.08,100,75,93.71,14.0,1006.91,8.5,2010,2010
2010-07-02,27.7,22.1,24.16,100,78,92.88,15.7,1006.18,5.1,2010,2010
2010-07-03,26.3,21.8,23.76,99,88,95.33,16.1,1006.57,6.6,2010,2010
2010-07-04,27.1,21.8,24.2,99,80,91.67,15.3,1007.99,9.8,2010,2010
2010-07-05,27.6,22.4,24.24,99,80,93.0,36.4,1007.42,6.2,2010,2010
2010-07-06,29.4,22.2,24.38,99,70,92.62,46.0,1007.0,7.6,2010,2010
2010-07-07,24.6,22.4,23.1,99,94,97.46,77.1,1007.19,10.6,2010,2010
2010-07-08,26.9,21.8,24.4,98,78,89.96,13.4,1006.26,5.6,2010,2010
2010-07-09,28.4,22.6,25.12,96,72,87.96,5.9,1005.57,6.1,2010,2010
2010-07-10,28.5,22.4,24.34,99,74,92.17,12.2,1005.6,7.2,2010,2010
2010-07-11,26.9,22.2,24.28,99,81,91.38,7.2,1006.59,8.4,2010,2010
2010-07-12,26.7,21.9,23.83,99,84,94.62,17.6,1006.54,6.4,2010,2010
2010-07-13,27.9,21.3,23.91,99,74,93.04,23.4,1006.02,6.2,2010,2010
2010-07-14,28.0,21.5,23.51,99,75,95.92,25.5,1006.65,5.5,2010,2010
2010-07-15,24.8,21.7,22.98,99,86,95.88,76.8,1007.03,11.6,2010,2010
2010-07-16,25.2,21.3,22.94,99,87,95.71,27.1,1008.42,10.1,2010,2010
2010-07-17,27.0,20.6,23.44,99,74,91.38,10.4,1008.88,9.7,2010,2010
2010-07-18,27.9,22.0,24.18,96,72,89.25,12.7,1008.31,7.2,2010,2010
2010-07-19,28.2,21.8,24.61,96,78,89.46,16.1,1007.42,6.1,2010,2010
2010-07-20,28.0,22.2,24.71,96,73,88.83,8.3,1007.72,6.1,2010,2010
2010-07-21,28.4,22.1,24.99,98,76,88.5,12.1,1007.45,7.9,2010,2010
2010-07-22,28.0,22.4,24.52,96,73,89.46,10.8,1007.45,7.1,2010,2010
2010-07-23,29.1,22.3,25.17,96,68,86.88,5.5,1006.98,5.9,2010,2010
2010-07-24,28.6,22.2,25.15,96,72,88.17,12.8,1006.68,6.5,2010,2010
2010-07-25,26.8,22.7,24.28,99,83,92.83,15.7,1006.28,7.6,2010,2010
2010-07-26,27.3,21.3,24.35,99,82,91.5,13.6,1005.95,8.3,2010,2010
2010-07-27,28.1,21.9,24.37,99,74,91.33,10.9,1006.44,5.4,2010,2010
2010-07-28,25.9,22.0,23.7,99,86,95.08,19.4,1007.61,6.3,2010,2010
2010-07-29,25.4,21.9,23.52,99,88,95.54,7.1,1008.27,7.6,2010,2010
2010-07-30,28.0,21.3,24.06,100,71,91.17,21.5,1006.92,7.4,2010,2010
2010-07-31,26.7,21.7,24.01,99,83,92.46,25.8,1005.42,8.0,2010,2010
2010-08-01,26.1,21.4,23.69,100,81,92.83,17.3,1004.94,6.4,2010,2010
2010-08-02,26.1,22.2,23.88,99,83,93.92,58.7,1005.79,6.4,2010,2010
2010-08-03,28.3,22.7,24.87,97,75,89.5,7.9,1005.95,5.5,2010,2010
2010-08-04,27.8,21.5,24.28,97,79,90.42,14.6,1004.97,5.9,2010,2010
2010-08-05,27.6,23.1,24.72,95,81,90.04,9.2,1005.42,7.4,2010,2010
2010-08-06,28.3,21.7,24.17,99,73,92.83,15.8,1006.44,10.9,2010,2010
2010-08-07,27.1,22.4,24.09,99,78,93.33,32.3,1006.64,9.0,2010,2010
2010-08-08,26.9,22.1,24.04,99,80,94.04,16.5,1006.79,6.5,2010,2010
2010-08-09,27.9,22.2,24.47,99,77,91.04,5.7,1006.55,8.8,2010,2010
2010-08-10,27.1,22.1,24.48,99,81,91.75,14.9,1006.69,7.1,2010,2010
2010-08-11,26.4,22.2,24.06,99,84,92.0,11.4,1007.07,11.2,2010,2010
2010-08-12,27.2,22.1,23.99,99,79,92.88,23.9,1006.88,8.3,2010,2010
2010-08-13,26.3,21.8,23.79,99,83,94.0,20.1,1006.81,8.2,2010,2010
2010-08-14,27.6,21.2,24.16,99,76,91.17,8.1,1007.58,8.6,2010,2010
2010-08-15,27.8,22.3,24.39,99,77,91.79,30.3,1008.07,7.1,2010,2010
2010-08-16,28.2,22.0,24.08,99,75,92.29,17.8,1007.27,6.4,2010,2010
2010-08-17,28.5,20.6,24.05,99,70,90.21,6.0,1007.98,9.2,2010,2010
2010-08-18,26.9,22.0,24.33,99,75,88.67,7.8,1008.11,9.9,2010,2010
2010-08-19,28.2,21.5,24.09,99,73,91.29,21.9,1006.87,6.8,2010,2010
2010-08-20,26.5,21.5,23.68,99,87,94.92,25.6,1006.14,7.1,2010,2010
2010-08-21,26.9,21.5,23.76,99,82,92.46,14.8,1006.58,9.4,2010,2010
2010-08-22,26.5,21.4,24.08,98,82,91.29,11.9,1007.18,6.2,2010,2010
2010-08-23,28.5,21.8,24.37,100,73,91.96,28.2,1006.81,7.6,2010,2010
2010-08-24,27.4,21.8,24.32,99,80,91.79,16.1,1006.03,7.6,2010,2010
2010-08-25,27.1,21.8,24.15,96,82,92.0,21.4,1006.4,9.0,2010,2010
2010-08-26,26.0,22.3,23.77,99,86,95.08,27.0,1006.68,9.3,2010,2010
2010-08-27,26.2,22.1,23.8,99,86,94.17,13.8,1006.49,7.5,2010,2010
2010-08-28,25.4,22.4,23.52,99,89,96.83,25.5,1006.04,7.6,2010,2010
2010-08-29,27.6,22.1,24.37,99,76,90.79,14.3,1006.14,6.4,2010,2010
2010-08-30,28.5,21.9,24.78,97,73,88.38,7.8,1006.49,8.8,2010,2010
2010-08-31,28.0,22.4,24.4,98,76,91.54,17.7,1005.95,8.8,2010,2010
2010-09-01,25.4,21.9,23.43,99,89,96.79,28.0,1006.1,7.9,2010,2010
2010-09-02,26.4,22.0,23.4,99,81,95.29,23.8,1008.17,11.2,2010,2010
2010-09-03,27.2,20.8,23.75,99,78,91.17,5.7,1009.47,7.4,2010,2010
2010-09-04,29.0,22.0,24.62,96,69,88.54,14.0,1008.33,5.8,2010,2010
2010-09-05,28.3,21.7,23.9,99,71,92.21,25.5,1006.94,14.0,2010,2010
2010-09-06,27.3,21.6,23.75,99,82,92.17,8.7,1007.81,8.7,2010,2010
2010-09-07,26.5,21.6,23.92,99,82,91.42,9.5,1008.78,9.2,2010,2010
2010-09-08,26.7,22.0,24.47,96,82,90.38,6.3,1007.52,5.2,2010,2010
2010-09-09,27.4,22.3,24.56,96,77,89.33,8.3,1006.98,7.6,2010,2010
2010-09-10,27.6,21.5,24.39,96,77,89.5,7.2,1005.94,7.1,2010,2010
2010-09-11,28.0,22.1,24.32,96,83,91.33,10.8,1005.65,8.0,2010,2010
2010-09-12,27.9,21.1,23.83,99,79,92.04,12.4,1005.66,8.9,2010,2010
2010-09-13,24.5,22.2,23.1,99,94,98.17,53.2,1005.3,9.4,2010,2010
2010-09-14,27.0,22.4,24.28,99,84,92.42,16.4,1005.46,10.4,2010,2010
2010-09-15,27.8,21.7,24.25,97,75,90.42,14.6,1005.78,10.9,2010,2010
2010-09-16,27.8,21.8,24.09,97,75,91.33,15.5,1005.27,8.1,2010,2010
2010-09-17,27.5,21.3,23.69,99,75,92.83,17.7,1004.86,7.1,2010,2010
2010-09-18,28.1,22.3,23.67,99,73,94.04,29.1,1005.85,9.2,2010,2010
2010-09-19,25.7,21.9,23.31,99,82,95.0,12.5,1007.05,10.6,2010,2010
2010-09-20,27.2,21.8,23.44,99,80,94.17,32.8,1006.56,10.2,2010,2010
2010-09-21,26.8,21.4,23.17,99,78,94.17,22.2,1005.88,10.7,2010,2010
2010-09-22,26.6,20.9,23.23,99,81,93.67,6.9,1006.04,7.9,2010,2010
2010-09-23,25.6,21.6,23.18,99,83,94.0,20.7,1006.28,13.2,2010,2010
2010-09-24,25.5,22.1,23.06,99,90,97.12,22.2,1005.89,14.8,2010,2010
2010-09-25,26.9,21.4,23.42,99,75,92.38,10.0,1006.14,8.3,2010,2010
2010-09-26,26.3,21.5,23.36,99,82,93.17,5.7,1006.23,9.5,2010,2010
2010-09-27,27.2,22.2,23.94,95,74,89.54,15.8,1006.24,11.1,2010,2010
2010-09-28,27.5,22.5,24.05,95,72,88.38,4.6,1004.86,15.8,2010,2010
2010-09-29,26.2,22.8,24.23,93,82,88.29,3.1,1004.88,15.1,2010,2010
2010-09-30,28.2,22.5,24.46,95,71,88.0,8.0,1005.81,10.9,2010,2010
2010-10-01,28.9,22.5,24.8,96,74,88.38,5.8,1005.95,9.7,2010,2010
2010-10-02,27.1,22.0,24.29,99,79,91.08,7.2,1005.95,7.9,2010,2010
2010-10-03,23.8,21.8,22.88,99,90,98.12,37.7,1007.44,9.2,2010,2010
2010-10-04,27.2,21.4,22.81,99,76,97.21,41.5,1007.69,5.0,2010,2010
2010-10-05,25.0,21.0,22.75,99,91,97.58,35.9,1007.42,8.9,2010,2010
2010-10-06,25.2,21.2,22.67,99,89,97.08,94.9,1007.5,8.0,2010,2010
2010-10-07,28.5,22.2,23.9,99,71,92.75,61.1,1007.09,6.9,2010,2010
2010-10-08,28.2,20.6,24.16,98,73,87.58,10.0,1007.28,9.2,2010,2010
2010-10-09,28.5,20.9,24.39,98,68,87.54,7.0,1007.1,8.2,2010,2010
2010-10-10,28.1,21.9,24.63,94,70,87.67,11.4,1005.87,9.2,2010,2010
2010-10-11,28.0,21.6,24.55,97,73,88.83,6.2,1005.12,8.0,2010,2010
2010-10-12,28.7,21.4,24.93,98,72,88.38,11.3,1005.02,6.4,2010,2010
2010-10-13,28.5,21.8,24.67,99,76,90.08,9.5,1005.4,6.2,2010,2010
2010-10-14,28.0,21.7,24.12,99,74,91.75,12.7,1005.59,6.2,2010,2010
2010-10-15,28.7,21.3,23.95,99,69,91.46,15.7,1006.24,7.4,2010,2010
2010-10-16,26.8,21.4,23.35,99,78,94.62,23.4,1007.58,5.9,2010,2010
2010-10-17,25.3,21.5,22.92,99,86,95.42,23.3,1008.18,7.4,2010,2010
2010-10-18,26.6,20.9,23.02,99,80,93.79,19.2,1008.0,8.7,2010,2010
2010-10-19,26.8,21.7,23.61,99,80,92.0,8.2,1007.82,7.9,2010,2010
2010-10-20,28.0,21.9,24.1,99,75,89.92,9.1,1007.6,10.3,2010,2010
2010-10-21,26.2,22.0,23.55,99,85,94.25,39.7,1007.37,9.7,2010,2010
2010-10-22,24.5,21.4,23.04,99,87,95.08,66.6,1007.32,10.4,2010,2010
2010-10-23,25.8,20.8,22.83,99,87,95.17,40.7,1007.69,8.9,2010,2010
2010-10-24,26.0,20.4,22.71,99,82,93.96,21.0,1006.75,8.2,2010,2010
2010-10-25,26.7,20.6,23.26,99,81,92.0,8.4,1005.71,8.9,2010,2010
2010-10-26,26.8,21.5,23.29,98,82,92.71,15.4,1006.03,9.2,2010,2010
2010-10-27,27.5,21.6,23.81,96,73,90.25,10.5,1006.73,8.7,2010,2010
2010-10-28,27.5,22.1,24.22,96,75,87.96,9.8,1006.03,8.2,2010,2010
2010-10-29,27.3,21.7,23.48,99,77,92.29,38.9,1006.23,7.6,2010,2010
2010-10-30,26.8,20.9,23.66,99,78,91.46,8.4,1006.28,7.2,2010,2010
2010-10-31,27.8,21.0,23.6,99,76,91.71,19.5,1006.48,8.4,2010,2010
2010-11-01,26.2,21.4,23.25,99,83,94.54,49.2,1008.32,11.5,2010,2010
2010-11-02,23.9,21.5,22.58,99,87,97.12,19.9,1007.64,13.2,2010,2010
2010-11-03,24.6,21.6,23.03,99,85,92.58,5.5,1005.49,13.9,2010,2010
2010-11-04,23.2,21.9,22.48,99,92,97.79,99.4,1005.15,12.0,2010,2010
2010-11-05,25.1,21.0,22.52,99,86,97.62,129.1,1007.31,7.3,2010,2010
2010-11-06,27.7,20.2,23.35,99,66,88.33,14.8,1007.93,6.2,2010,2010
2010-11-07,26.6,21.1,23.33,98,73,91.17,14.4,1007.32,4.0,2010,2010
2010-11-08,27.3,19.4,23.0,99,68,88.17,6.5,1005.94,6.7,2010,2010
2010-11-09,27.9,19.7,23.35,98,62,85.83,8.8,1005.39,9.8,2010,2010
2010-11-10,26.3,21.7,22.69,99,82,96.96,30.8,1006.3,5.6,2010,2010
2010-11-11,27.6,20.2,23.32,99,70,89.62,13.4,1007.71,6.8,2010,2010
2010-11-12,26.9,20.5,23.0,99,73,90.54,15.3,1008.23,8.7,2010,2010
2010-11-13,25.4,20.9,22.64,99,83,95.5,57.6,1008.18,6.1,2010,2010
2010-11-14,23.0,20.1,21.66,99,95,97.96,92.8,1007.98,8.3,2010,2010
2010-11-15,27.0,19.0,22.4,99,68,87.96,2.2,1007.5,7.6,2010,2010
2010-11-16,24.7,21.1,22.4,99,86,95.29,33.7,1007.02,12.9,2010,2010
2010-11-17,26.3,20.8,22.96,99,77,93.29,26.8,1007.84,6.6,2010,2010
2010-11-18,26.3,20.6,22.95,99,74,90.96,10.6,1007.55,6.9,2010,2010
2010-11-19,27.1,20.4,23.28,96,70,87.79,6.9,1006.75,6.6,2010,2010
2010-11-20,27.0,19.5,23.0,99,73,90.21,19.0,1006.83,5.6,2010,2010
2010-11-21,26.5,20.3,23.28,96,75,89.79,8.8,1007.16,4.7,2010,2010
2010-11-22,26.0,21.5,23.45,99,82,93.75,22.1,1006.11,6.7,2010,2010
2010-11-23,25.3,21.5,22.91,99,85,94.83,16.9,1004.71,7.3,2010,2010
2010-11-24,25.6,20.2,22.86,99,78,91.92,16.9,1004.28,5.8,2010,2010
2010-11-25,26.3,20.8,23.25,99,84,91.75,14.4,1004.95,7.7,2010,2010
2010-11-26,27.4,21.2,23.53,96,72,89.92,14.5,1005.44,5.6,2010,2010
2010-11-27,27.7,21.0,23.54,99,74,92.62,19.9,1005.6,5.4,2010,2010
2010-11-28,27.1,22.3,24.38,97,78,88.83,17.8,1006.11,5.5,2010,2010
2010-11-29,26.7,20.9,23.63,99,75,91.38,17.3,1005.08,6.1,2010,2010
2010-11-30,24.5,21.8,22.75,99,97,98.71,76.5,1004.79,5.2,2010,2010
2010-12-01,25.4,21.8,22.7,100,84,97.96,167.9,1005.83,6.6,2010,2010
2010-12-02,24.5,21.3,22.46,99,90,97.08,90.9,1006.15,4.0,2010,2010
2010-12-03,24.5,20.2,22.27,99,85,94.5,12.1,1006.62,7.1,2010,2010
2010-12-04,27.5,18.9,22.94,99,65,86.08,2.7,1006.88,8.7,2010,2010
2010-12-05,28.3,19.7,23.43,95,62,82.79,1.1,1006.26,7.7,2010,2010
2010-12-06,29.1,20.5,24.23,92,57,79.21,1.4,1006.39,7.6,2010,2010
2010-12-07,27.1,20.8,23.94,98,65,82.38,14.4,1006.91,5.9,2010,2010
2010-12-08,25.8,19.6,22.23,98,72,89.38,14.4,1006.75,8.0,2010,2010
2010-12-09,27.3,20.0,23.11,99,68,87.79,14.7,1006.55,9.0,2010,2010
2010-12-10,28.1,21.4,24.04,93,59,79.58,1.1,1005.94,8.8,2010,2010
2010-12-11,28.1,20.4,23.62,92,61,81.0,3.5,1006.17,7.9,2010,2010
2010-12-12,27.8,21.2,23.78,94,68,85.25,7.4,1006.06,6.5,2010,2010
2010-12-13,25.9,22.0,23.66,95,76,87.54,5.2,1005.87,5.2,2010,2010
2010-12-14,27.5,21.9,24.11,92,57,74.29,0.7,1005.15,8.8,2010,2010
2010-12-15,27.6,20.4,23.74,85,59,74.12,0.9,1005.36,8.8,2010,2010
2010-12-16,28.1,20.9,23.98,89,61,78.12,0.8,1005.83,7.4,2010,2010
2010-12-17,28.3,20.6,23.93,94,62,82.38,1.6,1006.58,8.6,2010,2010
2010-12-18,27.3,20.5,23.64,96,66,85.12,3.9,1006.25,7.9,2010,2010
2010-12-19,27.0,20.6,22.97,99,72,88.38,6.2,1006.38,12.9,2010,2010
2010-12-20,26.5,19.9,22.83,99,73,88.25,3.6,1006.72,6.6,2010,2010
2010-12-21,28.5,18.9,23.09,93,52,76.58,1.0,1006.9,9.6,2010,2010
2010-12-22,28.3,19.5,23.39,87,58,74.29,0.4,1007.81,9.0,2010,2010
2010-12-23,28.7,19.7,23.88,92,58,78.42,1.6,1007.02,8.4,2010,2010
2010-12-24,27.0,20.6,23.45,93,68,84.33,5.3,1005.8,5.5,2010,2010
2010-12-25,28.2,21.0,24.27,93,64,82.46,6.9,1005.45,5.9,2010,2010
2010-12-26,27.0,21.4,23.69,99,73,91.33,30.9,1006.33,5.4,2010,2010
2010-12-27,27.1,19.8,23.75,97,60,73.96,0.2,1006.28,12.3,2010,2010
2010-12-28,25.0,21.6,23.16,99,76,87.29,11.6,1005.53,7.2,2010,2010
2010-12-29,28.5,20.7,24.13,99,65,86.5,3.4,1003.87,7.2,2010,2010
2010-12-30,27.8,22.0,24.48,93,69,84.92,3.8,1004.48,5.8,2010,2010
2010-12-31,27.8,21.6,24.6,94,70,84.58,5.3,1005.05,5.1,2010,2010
2011-01-01,28.9,21.3,24.61,93,64,82.88,1.8,1005.13,6.1,2011,2010
2011-01-02,27.7,21.6,24.21,93,71,85.08,8.9,1005.21,6.5,2011,2010
2011-01-03,28.9,21.2,24.37,92,51,76.29,0.8,1005.01,7.2,2011,2010
2011-01-04,28.4,20.3,23.74,89,59,77.71,1.1,1005.74,8.0,2011,2010
2011-01-05,28.4,21.0,23.57,94,62,83.17,8.1,1006.0,7.2,2011,2010
2011-01-06,28.3,19.9,23.65,91,61,80.12,1.3,1005.5,8.0,2011,2010
2011-01-07,28.5,21.8,24.29,92,61,81.96,3.5,1005.06,6.2,2011,2010
2011-01-08,28.1,20.3,23.98,95,66,83.75,3.2,1004.85,7.0,2011,2010
2011-01-09,27.5,20.2,24.15,98,69,84.88,6.2,1004.97,6.8,2011,2010
2011-01-10,26.7,20.0,23.6,98,74,87.83,9.2,1004.54,7.6,2011,2010
2011-01-11,29.9,22.1,25.36,93,59,79.12,0.9,1004.29,7.9,2011,2010
2011-01-12,29.6,22.3,25.57,88,55,72.67,1.1,1003.52,8.2,2011,2010
2011-01-13,29.7,21.5,25.25,84,55,72.5,1.0,1004.2,8.7,2011,2010
2011-01-14,29.2,21.7,25.12,89,59,77.5,3.4,1004.68,6.2,2011,2010
2011-01-15,28.4,22.5,24.88,92,63,80.38,6.4,1004.63,5.8,2011,2010
2011-01-16,29.7,21.1,24.45,93,56,80.29,6.3,1004.78,7.6,2011,2010
2011-01-17,29.5,21.8,24.7,92,62,81.33,1.5,1004.99,7.3,2011,2010
2011-01-18,30.0,21.8,25.25,92,57,77.67,1.4,1005.18,7.9,2011,2010
2011-01-19,30.2,20.7,25.05,90,54,76.38,4.2,1005.71,8.1,2011,2010
2011-01-20,29.6,20.4,24.5,92,54,77.0,1.4,1005.48,7.5,2011,2010
2011-01-21,29.6,20.5,24.49,92,56,79.58,1.6,1004.58,8.4,2011,2010
2011-01-22,28.6,21.3,24.44,93,60,79.21,1.7,1004.55,6.6,2011,2010
2011-01-23,30.1,20.3,24.34,93,47,74.0,0.0,1004.59,9.1,2011,2010
2011-01-24,30.2,19.4,24.31,89,49,69.71,0.7,1005.07,9.5,2011,2010
2011-01-25,30.8,21.0,25.0,85,43,68.54,0.8,1004.42,9.2,2011,2010
2011-01-26,30.1,20.1,24.67,85,48,68.08,2.5,1004.98,8.0,2011,2010
2011-01-27,30.0,20.7,24.63,90,52,75.67,6.7,1006.04,6.9,2011,2010
2011-01-28,30.9,21.1,25.06,89,46,72.08,8.8,1006.4,8.4,2011,2010
2011-01-29,30.7,21.6,25.25,88,45,72.21,0.7,1007.3,6.9,2011,2010
2011-01-30,31.2,19.3,24.76,87,39,63.58,1.0,1007.83,8.9,2011,2010
2011-01-31,30.7,20.4,25.15,81,47,67.21,0.8,1007.03,9.2,2011,2010
2011-02-01,31.0,22.0,25.79,85,49,72.08,1.3,1005.7,7.3,2011,2010
2011-02-02,31.7,21.8,26.38,82,47,66.38,0.4,1004.95,8.9,2011,2010
2011-02-03,32.0,22.6,26.61,72,42,59.54,0.2,1004.59,10.0,2011,2010
2011-02-04,31.8,23.4,26.73,69,42,57.67,0.4,1004.39,10.1,2011,2010
2011-02-05,31.8,22.5,26.24,78,42,61.04,1.4,1003.83,7.6,2011,2010
2011-02-06,31.6,20.3,25.53,79,41,62.75,1.7,1004.77,9.1,2011,2010
2011-02-07,31.5,21.5,25.42,89,44,70.38,4.3,1007.0,9.0,2011,2010
2011-02-08,30.7,21.0,25.46,92,47,71.92,5.4,1007.55,7.0,2011,2010
2011-02-09,30.8,21.2,25.38,88,48,72.62,3.7,1005.95,7.0,2011,2010
2011-02-10,31.3,21.6,25.81,90,47,71.29,4.7,1005.1,7.3,2011,2010
2011-02-11,32.4,22.0,26.44,84,39,64.75,0.1,1005.61,8.3,2011,2010
2011-02-12,32.5,21.4,26.1,74,38,60.46,0.8,1006.84,8.6,2011,2010
2011-02-13,31.4,23.5,26.77,75,44,60.29,4.1,1007.33,7.3,2011,2010
2011-02-14,31.5,22.4,26.42,80,44,63.83,8.7,1007.04,7.0,2011,2010
2011-02-15,30.7,23.0,26.43,79,47,63.83,4.5,1006.82,7.2,2011,2010
2011-02-16,32.3,22.3,26.77,76,40,60.12,0.8,1006.82,8.8,2011,2010
